n dBIC13 dBIC12 dBIC23 broken dmuRel mp mact lact
2 4805.66553402598 4810.92702090476 -5.26148687877776 0 6.12314788915824 NA 73.333 100
3 4704.6997711282 4691.28726651741 13.4125046107929 0 NA 0.371983953565685 73.333 100
2 4664.31198855293 4678.28102249258 -13.969033939652 0 6.03624917466509 NA 73.333 100
2 4639.8719005991 4664.51822146688 -24.6463208677815 0 5.94850475353439 NA 73.333 100
2 4657.18487808927 4657.62648761916 -0.44160952988932 0 6.03781516366025 NA 73.333 100
2 4655.27057209798 4658.09891665324 -2.82834455526427 0 6.04744821214412 NA 73.333 100
2 4648.99065507625 4658.94635492208 -9.95569984582926 0 5.97737189994842 NA 73.333 100
2 4633.17300189825 4659.29698022204 -26.1239783237907 0 6.03833882941801 NA 73.333 100
3 4543.70842772703 4531.49354360837 12.2148841186536 0 NA 0.43461715121659 73.333 100
2 4815.07429221286 4825.76399866435 -10.6897064514897 0 6.07412026032099 NA 73.333 100
2 4729.04205735788 4734.08328109473 -5.04122373685368 0 6.08279162680841 NA 73.333 100
2 4497.71200350392 4511.01288837095 -13.3008848670315 0 5.90429324707898 NA 73.333 100
2 4662.32527601581 4679.17168426113 -16.8464082453165 0 6.04423860275186 NA 73.333 100
3 4725.49634339865 4714.88490333585 10.6114400627994 0 NA 0.456323498696674 73.333 100
2 4712.63226551221 4723.91182603241 -11.2795605201964 0 5.98740547926643 NA 73.333 100
3 4387.56918087686 4386.56673191633 1.002448960533 0 NA 0.44292472340008 73.333 100
2 4672.47130159158 4692.91620008735 -20.4448984957653 0 5.97369850001057 NA 76.667 100
2 4580.11300933685 4588.12176533745 -8.00875600059589 0 6.00539734056587 NA 76.667 100
2 4475.03821851303 4501.1543333618 -26.1161148487754 0 5.88540648475831 NA 76.667 100
2 4667.24702001482 4672.67724304254 -5.43022302772624 0 6.00639227797466 NA 76.667 100
2 4668.35078704486 4673.90272225069 -5.55193520582816 0 5.9816616799692 NA 76.667 100
2 4573.53729081496 4582.22940417917 -8.69211336420994 0 5.99207902895539 NA 76.667 100
2 4760.66695029251 4762.75615642309 -2.08920613058672 0 6.09466367791606 NA 76.667 100
2 4833.73686766091 4850.72425100125 -16.9873833403435 0 6.17192943222764 NA 76.667 100
2 4652.29589709425 4673.98702479846 -21.6911277042109 0 6.04850511518639 NA 76.667 100
2 4610.23965952619 4634.94761567891 -24.7079561527235 0 6.0320296654931 NA 76.667 100
2 4555.59230471036 4559.66203983811 -4.0697351277513 0 5.93304674533283 NA 76.667 100
2 4628.76294263524 4655.3947404089 -26.6317977736635 0 5.95778323065007 NA 76.667 100
2 4710.23839226912 4728.26370459466 -18.0253123255388 0 6.08010712411857 NA 76.667 100
3 4551.23785444405 4550.33575334605 0.902101097998639 0 NA 0.488276938131583 76.667 100
2 4757.84772091466 4773.24860375787 -15.4008828432143 0 6.10332272639702 NA 76.667 100
2 4691.58549253103 4717.93027977094 -26.3447872399138 0 6.03437445416511 NA 76.667 100
2 4733.77586606088 4743.4188386854 -9.64297262451873 0 6.1131614026524 NA 76.667 100
2 4722.38554279971 4740.45831014814 -18.0727673484234 0 5.9782766096626 NA 76.667 100
2 4804.70352602114 4817.838716777 -13.1351907558601 0 6.06895877671433 NA 76.667 100
2 4762.03660859608 4765.70393259305 -3.6673239969723 0 6.05056050945712 NA 76.667 100
2 4732.99745610276 4743.25284573698 -10.2553896342188 0 6.08018016554199 NA 76.667 100
2 4738.44973145154 4749.74818120181 -11.298449750263 0 6.06007052687302 NA 76.667 100
2 4718.58959402346 4731.29735253554 -12.7077585120751 0 6.0292999237558 NA 76.667 100
3 4652.91770317374 4650.99853602806 1.91916714567651 0 NA 0.481024015222965 76.667 100
2 4633.87811790893 4636.32190087306 -2.44378296413379 0 5.99834288764215 NA 76.667 100
2 4777.38222137805 4783.13431628703 -5.75209490897942 0 6.11660743293378 NA 76.667 100
2 4779.5236987996 4791.85479055797 -12.3310917583758 0 6.12816315620214 NA 76.667 100
2 4607.92889257408 4621.95978309682 -14.0308905227357 0 6.02490118167928 NA 76.667 100
3 4615.34618545885 4612.47603114105 2.87015431780856 0 NA 0.459404596409419 76.667 100
2 4555.96947289471 4574.92443734528 -18.9549644505723 0 5.99412673122723 NA 76.667 100
3 4799.51415864074 4783.77083434877 15.7433242919769 0 NA 0.381601340047605 80 100
2 4748.80807874497 4755.08592009638 -6.27784135141519 0 6.06376335089924 NA 80 100
2 4688.27884298875 4690.55464970656 -2.2758067178147 0 6.04181159620765 NA 80 100
2 4810.33354649853 4815.62237273046 -5.2888262319284 0 6.11757144685551 NA 80 100
2 4970.84259189241 4983.09257049492 -12.249978602511 0 6.20281025499 NA 80 100
2 4767.53930730695 4773.44988388165 -5.91057657470901 0 6.08644394289076 NA 80 100
2 4790.20444167458 4793.43247561919 -3.22803394460698 0 6.13043556941564 NA 80 100
2 4678.40972697012 4684.03341994698 -5.62369297686655 0 6.05331382802425 NA 80 100
3 4824.41984291684 4808.40833842762 16.0115044892154 0 NA 0.44063808275601 80 100
2 4698.50676856731 4703.20669001128 -4.69992144396838 0 6.06502720324727 NA 80 100
2 4784.7570663794 4788.69522104977 -3.93815467036893 0 6.13473090076034 NA 80 100
2 4986.53191019369 4999.71539575969 -13.1834855659981 0 6.16935977542201 NA 80 100
2 4793.47263992217 4804.16246643583 -10.6898265136615 0 6.1173460920288 NA 80 100
2 4746.04704496587 4746.879760538 -0.832715572123561 0 6.10897870940354 NA 80 100
3 4645.83463200454 4641.91246107949 3.92217092505234 0 NA 0.403272647731058 80 100
2 4646.13305782517 4654.99047080936 -8.85741298419362 0 6.03023267764088 NA 80 100
3 4730.87515366791 4716.43051393277 14.4446397351476 0 NA 0.385521175588989 80 100
2 4762.52141042634 4772.22314917388 -9.70173874753527 0 6.10616998588739 NA 80 100
3 4773.74356096031 4756.02067051407 17.7228904462454 0 NA 0.443053642694514 80 100
2 4810.22241971922 4813.80657842266 -3.58415870344015 0 6.15414226548976 NA 80 100
2 4858.79276390965 4862.05697010441 -3.26420619475994 0 6.16480511744316 NA 80 100
2 4587.23727471614 4590.56990967797 -3.33263496183918 0 5.98809054671568 NA 80 100
3 4670.0337201043 4660.95320804353 9.08051206077744 0 NA 0.353637604226012 80 100
3 4764.44691462861 4764.27801810177 0.168896526841309 0 NA 0.426582767924669 80 100
2 4807.92179794947 4821.61717055633 -13.6953726068605 0 6.08793725118994 NA 80 100
2 4724.18886812397 4725.70869135367 -1.51982322970252 0 6.05921510891138 NA 80 100
3 4810.44947610451 4806.45488698932 3.99458911519469 0 NA 0.411300558296117 80 100
2 4624.53376530339 4626.48746651513 -1.95370121174165 0 5.97565196816433 NA 80 100
2 4824.51246997994 4833.13548517767 -8.62301519773246 0 6.16200539170717 NA 80 100
2 4579.42496850472 4590.15089524485 -10.7259267401341 0 6.00423501893524 NA 80 100
2 4841.36815139687 4842.38312106553 -1.01496966866671 0 6.1482655603706 NA 83.333 100
2 4948.55005174212 4949.67654204085 -1.12649029873501 0 6.21032267528441 NA 83.333 100
2 4828.78753788847 4831.35578989847 -2.56825201000447 0 6.15283150046829 NA 83.333 100
3 4855.53568677564 4833.43730550593 22.0983812697141 0 NA 0.3079823995218 83.333 100
2 4766.91456000878 4770.0955769511 -3.18101694232155 0 6.10816737818565 NA 83.333 100
2 4806.92609532774 4813.09936946463 -6.17327413688326 0 6.12871588175278 NA 83.333 100
3 4726.53915205126 4718.62295651429 7.91619553697547 0 NA 0.320631854163988 83.333 100
3 4931.7403526799 4929.09645995289 2.64389272700737 0 NA 0.32800744031311 83.333 100
2 4657.97208948419 4674.53175424701 -16.5596647628217 0 6.02413890698961 NA 83.333 100
3 4868.60644048629 4845.43578555463 23.170654931655 0 NA 0.314919106910655 83.333 100
2 4814.18707876562 4814.84621366823 -0.659134902607548 0 6.01514752208099 NA 83.333 100
2 4772.39011089992 4774.40593554369 -2.01582464377134 0 6.07917988225521 NA 83.333 100
2 4873.02547508838 4885.39630259798 -12.3708275095951 0 6.13270267821817 NA 83.333 100
2 4741.33335483346 4755.83578025986 -14.502425426399 0 6.06621201321209 NA 83.333 100
2 4925.07136974602 4936.18471176596 -11.1133420199412 0 6.16900575335079 NA 83.333 100
3 4726.4962327916 4720.82363554549 5.67259724611267 0 NA 0.318715014538301 83.333 100
2 4562.49456460466 4564.5193885334 -2.02482392873299 0 5.80160699577415 NA 83.333 100
3 4837.04856330297 4834.61681458697 2.43174871599695 0 NA 0.320145504540949 83.333 100
3 4829.87240934148 4821.96303976398 7.90936957749818 0 NA 0.307771989977208 83.333 100
2 4799.89608783335 4806.06464956209 -6.16856172873577 0 6.0993514284425 NA 83.333 100
3 4890.97330617181 4887.97213619842 3.00116997338864 0 NA 0.329039079495022 83.333 100
2 4822.47379635998 4830.26582103259 -7.79202467260438 0 6.15757511262747 NA 83.333 100
2 4660.20862478504 4665.05200974515 -4.84338496010332 0 5.99566940718312 NA 83.333 100
3 4672.32354489582 4658.15754288431 14.1660020115105 0 NA 0.327668584805155 83.333 100
3 5017.37441491202 5010.98571642966 6.38869848235117 0 NA 0.311042276083252 83.333 100
3 4922.59218872429 4917.91975506711 4.67243365717877 0 NA 0.293451263602369 83.333 100
3 4884.81457640651 4876.6680258623 8.146550544202 0 NA 0.316730234950406 83.333 100
2 4844.59128071325 4848.51023080132 -3.91895008806114 0 6.0565593002748 NA 83.333 100
2 4908.74979132654 4916.87041986468 -8.12062853814314 0 6.01218828956286 NA 83.333 100
3 4940.58270977812 4939.43928375634 1.14342602177749 0 NA 0.293718413128008 83.333 100
2 4703.20125400167 4716.20898006586 -13.0077260641892 0 5.96591413424001 NA 86.667 100
2 4715.31480618817 4723.25639565358 -7.94158946540756 0 6.09037856028181 NA 86.667 100
2 4656.06233431657 4669.2727220018 -13.2103876852361 0 6.02690080945595 NA 86.667 100
2 4950.26497594075 4967.65922770253 -17.3942517617807 0 6.20240119597617 NA 86.667 100
2 4772.11279916201 4793.43717638698 -21.3243772249734 0 6.13720083093629 NA 86.667 100
3 4716.05269711224 4713.87673186768 2.17596524456621 0 NA 0.441876172007379 86.667 100
2 4803.37819371142 4825.77548022511 -22.3972865136893 0 6.17057099724764 NA 86.667 100
2 4847.91388077394 4874.22623706272 -26.3123562887813 0 6.0769855908752 NA 86.667 100
2 4742.49950101069 4768.26964141448 -25.7701404037962 0 6.09338179632052 NA 86.667 100
2 4638.11075683068 4648.2083126399 -10.0975558092232 0 6.03580339205451 NA 86.667 100
2 4829.8472756583 4834.65615741826 -4.8088817599637 0 6.11183402046843 NA 86.667 100
2 4564.27626846492 4590.47560538186 -26.1993369169395 0 5.99261510616262 NA 86.667 100
2 4811.31026725668 4815.57407241075 -4.26380515406345 0 6.12546550492867 NA 86.667 100
2 4800.03252358935 4801.41622274972 -1.38369916036936 0 6.10955266377965 NA 86.667 100
2 4867.49451497131 4869.57935199208 -2.08483702077228 0 6.17794819623469 NA 86.667 100
2 4855.46280676483 4881.88182837725 -26.4190216124234 0 6.13048410813256 NA 86.667 100
2 4692.86719624186 4716.77274920362 -23.9055529617608 0 6.0516072351398 NA 86.667 100
2 5001.63793352976 5007.66900303689 -6.03106950713118 0 6.2044956254077 NA 86.667 100
2 4792.97370081862 4803.38282355314 -10.409122734528 0 6.14758346266374 NA 86.667 100
2 4810.70734657712 4825.68945876925 -14.9821121921259 0 6.13771893665779 NA 86.667 100
2 4907.97411562701 4921.43181104949 -13.457695422474 0 6.04937070748393 NA 86.667 100
3 4790.59739811741 4788.65491963193 1.9424784854782 0 NA 0.498745633219941 86.667 100
2 4716.36592290637 4739.23662658176 -22.8707036753894 0 6.06723667307642 NA 86.667 100
2 4884.43944547429 4886.59070590854 -2.15126043425244 0 6.20509900236005 NA 86.667 100
3 4655.39518111744 4651.45410626498 3.94107485246332 0 NA 0.456573619361555 86.667 100
2 4772.78305785307 4777.85801359907 -5.07495574600034 0 6.01340723046963 NA 86.667 100
3 4696.90600470339 4685.24785780094 11.6581469024532 0 NA 0.448399321850203 86.667 100
3 4684.17503793741 4678.72013662604 5.45490131137922 0 NA 0.496957679635549 86.667 100
2 4838.4727526772 4845.41407843208 -6.94132575488584 0 6.11514113745827 NA 86.667 100
2 4720.72153842332 4732.23604611603 -11.5145076927029 0 6.07273598192011 NA 86.667 100
2 4843.1333898033 4854.12726977905 -10.9938799757501 0 6.16872656254995 NA 90 100
2 4761.95459432449 4784.68797537171 -22.7333810472155 0 6.10135353105714 NA 90 100
2 4737.16642176903 4749.78051341527 -12.6140916462382 0 6.05872198717271 NA 90 100
2 4981.27434160615 4982.61856288398 -1.34422127782727 0 6.20381753519328 NA 90 100
2 5026.12762398811 5042.36855391952 -16.2409299314095 0 6.20403890688728 NA 90 100
2 4919.0495239765 4921.48455352903 -2.43502955252643 0 6.14951772663804 NA 90 100
2 4858.65874731203 4871.29960093738 -12.640853625353 0 6.15238692701277 NA 90 100
2 4811.49038750247 4818.36891961215 -6.87853210968296 0 6.07960804946667 NA 90 100
3 4849.55405788632 4846.85591151944 2.6981463668817 0 NA 0.491116585852122 90 100
2 4868.26825519263 4875.0731029773 -6.80484778467144 0 6.1448511674595 NA 90 100
3 4913.40463530289 4911.42316086061 1.9814744422838 0 NA 0.45591363216283 90 100
2 4678.49771938171 4688.16161878086 -9.66389939914188 0 6.04889635992645 NA 90 100
2 5004.26152526921 5009.98202564109 -5.72050037187728 0 6.25748114282001 NA 90 100
2 4787.58211208717 4799.01699814519 -11.4348860580276 0 6.14435868292972 NA 90 100
2 4965.05962679787 4989.32270278182 -24.2630759839494 0 6.24260357810567 NA 90 100
2 4997.20923899197 4999.4692855214 -2.26004652943539 0 6.28813982753186 NA 90 100
3 4889.00469790927 4875.65368339256 13.3510145167147 0 NA 0.448347237337259 90 100
3 4831.95464974194 4831.01589699409 0.938752747852959 0 NA 0.442449987610944 90 100
2 4713.53295120815 4739.31458199771 -25.7816307895573 0 6.07532358992546 NA 90 100
2 4999.31406897344 5025.37121398378 -26.0571450103371 0 6.21727316726487 NA 90 100
2 4603.68997075574 4615.1529802024 -11.463009446662 0 5.96774017113828 NA 90 100
2 4996.05774166977 5003.53149745518 -7.47375578540868 0 6.18364460922792 NA 90 100
2 4770.69841323078 4788.71756961932 -18.0191563885392 0 6.09413734696249 NA 90 100
2 4988.49858931663 4999.88156776973 -11.3829784530999 0 6.26307305370409 NA 90 100
2 4882.84779706782 4889.29255186591 -6.44475479808807 0 6.1954463905846 NA 90 100
3 4936.60597182806 4934.23583182979 2.37013999827377 0 NA 0.498191150539873 90 100
3 4910.28471045132 4909.97039474028 0.314315711037125 0 NA 0.501517467605826 90 100
3 4792.47059191294 4792.10502752221 0.365564390730469 0 NA 0.451889482369744 90 100
2 4924.8286840148 4933.73090107537 -8.90221706057218 0 6.17741931719897 NA 90 100
3 4851.27784059495 4844.16256155368 7.11527904127161 0 NA 0.478369115845135 90 100
3 4931.9221130789 4918.0760687639 13.8460443150007 0 NA 0.500038861988555 93.333 100
2 4767.6967680757 4784.70000681785 -17.0032387421461 0 6.11134706074526 NA 93.333 100
2 4766.93364153318 4773.12243922099 -6.18879768781153 0 6.10904920602984 NA 93.333 100
3 4840.70399802347 4831.23811167018 9.46588635329135 0 NA 0.443460728690208 93.333 100
2 5070.57707172521 5096.62697202347 -26.0499002982669 0 6.34862780954888 NA 93.333 100
2 4824.83587393644 4850.10364077589 -25.2677668394535 0 6.10395969495443 NA 93.333 100
2 4824.2713690895 4841.56017667733 -17.2888075878363 0 6.17663962196127 NA 93.333 100
2 4819.88936866585 4822.79660712424 -2.90723845838602 0 6.13890447503269 NA 93.333 100
2 4880.05306843859 4893.82426219892 -13.7711937603299 0 6.16568733295872 NA 93.333 100
2 4783.23557971572 4805.68476113563 -22.4491814199064 0 6.13059034764652 NA 93.333 100
3 5000.70178350111 4997.03355967066 3.66822383045201 0 NA 0.50300615816024 93.333 100
2 4987.8852841009 4990.12243938726 -2.23715528635512 0 6.1657351759728 NA 93.333 100
2 4749.78826400797 4761.30912478634 -11.5208607783798 0 6.11862949865641 NA 93.333 100
2 4724.01331504706 4750.20670871839 -26.1933936713258 0 6.10170588714139 NA 93.333 100
3 5206.1866987673 5198.48794041739 7.69875834991217 0 NA 0.505522211521845 93.333 100
3 4868.89932894219 4852.18110029093 16.7182286512607 0 NA 0.496377118592587 93.333 100
2 4942.0599576318 4954.24749021523 -12.1875325834335 0 6.20978163642448 NA 93.333 100
2 4855.13752216413 4872.81450667223 -17.6769845080962 0 6.15513979730401 NA 93.333 100
3 4889.19198925295 4889.05555536819 0.136433884758844 0 NA 0.442759704483607 93.333 100
2 4921.10364907896 4946.76723772768 -25.6635886487256 0 6.21372525946278 NA 93.333 100
2 4818.62807620065 4823.702738508 -5.07466230734735 0 6.08888896185784 NA 93.333 100
2 4799.10634554111 4816.97388096428 -17.8675354231773 0 6.14705350083665 NA 93.333 100
3 4839.12551564876 4833.34059565535 5.78491999341259 0 NA 0.458839873234879 93.333 100
2 4732.31442184932 4740.75485727174 -8.44043542241434 0 6.10736109505023 NA 93.333 100
2 4864.16429063795 4866.69510264407 -2.53081200611814 0 6.08296339354269 NA 93.333 100
2 4920.56698808909 4923.20950431057 -2.64251622148367 0 6.20306741229021 NA 93.333 100
2 5048.50582008758 5058.47748017705 -9.97166008947625 0 6.291771814178 NA 93.333 100
2 4896.17548473748 4905.94442440309 -9.7689396656051 0 6.18844710063373 NA 93.333 100
2 4752.13643357894 4764.5885228467 -12.4520892677665 0 6.12376657341418 NA 93.333 100
2 5009.43193504461 5013.57050712005 -4.13857207544061 0 6.29373451540081 NA 93.333 100
2 4857.16271926887 4861.8397236392 -4.67700437033091 0 6.11259704477393 NA 96.667 100
2 5009.91491677715 5013.14313166827 -3.22821489111902 0 6.27485759467056 NA 96.667 100
3 4835.05315684225 4809.74947378481 25.303683057432 0 NA 0.325320780197297 96.667 100
2 4951.52704262751 4954.102453144 -2.57541051648877 0 6.14504690831737 NA 96.667 100
3 4960.87089125427 4959.0322458331 1.83864542116044 0 NA 0.338361284102139 96.667 100
2 4798.34142084703 4805.94026806862 -7.59884722159313 0 6.04880736079204 NA 96.667 100
3 4777.27221900462 4749.75150695357 27.5207120510477 0 NA 0.343585393864348 96.667 100
3 4916.34144298245 4916.08645377624 0.254989206205209 0 NA 0.322911687846034 96.667 100
2 5071.05556528402 5081.02852312548 -9.97295784145626 0 6.29226576732875 NA 96.667 100
2 4876.39796059865 4879.55335620973 -3.15539561107926 0 6.14529377220589 NA 96.667 100
2 4859.17253303189 4859.24397662798 -0.0714435960917399 0 6.11043760970005 NA 96.667 100
2 4773.26812909502 4775.81609672945 -2.54796763442573 0 6.09420501150505 NA 96.667 100
3 5076.28638293347 5059.71671242853 16.5696705049359 0 NA 0.34493306333109 96.667 100
3 5007.90581445933 4978.92574319262 28.9800712667138 0 NA 0.339580511541938 96.667 100
2 5078.02826440548 5078.03446613448 -0.0062017289983487 0 6.28122216559169 NA 96.667 100
3 4978.50699023901 4966.91040751077 11.5965827282353 0 NA 0.355309329306704 96.667 100
3 4959.82846994928 4958.65729007258 1.17117987669917 0 NA 0.335734097576572 96.667 100
3 4923.52867048023 4908.79686113586 14.7318093443719 0 NA 0.339652639971936 96.667 100
3 4894.71841236305 4886.68734213699 8.03107022605582 0 NA 0.338187724053169 96.667 100
2 5000.47903945501 5013.16721506872 -12.6881756137127 0 6.26597930131439 NA 96.667 100
2 4970.0118256327 4974.36760518567 -4.35577955297231 0 6.21880471622441 NA 96.667 100
3 4924.04254578089 4920.35232561353 3.69022016735289 0 NA 0.346784505836583 96.667 100
3 5367.12078749336 5358.05928458104 9.06150291232279 0 NA 0.348655612800258 96.667 100
3 5021.76274553137 5009.84727520227 11.9154703290988 0 NA 0.329568687652099 96.667 100
2 5045.38545356911 5046.36411847125 -0.978664902130731 0 6.28716886347253 NA 96.667 100
3 5012.40406110896 5004.33487436958 8.06918673938617 0 NA 0.321057736713287 96.667 100
2 4897.50454009692 4900.32708486958 -2.82254477266179 0 6.11081373012079 NA 96.667 100
3 5028.46627780331 5027.34874518279 1.1175326205248 0 NA 0.339836368500482 96.667 100
2 5021.43659126736 5021.95069447515 -0.514103207790868 0 6.27659664471034 NA 96.667 100
3 5040.44941622794 5033.86955459811 6.57986162983252 0 NA 0.328253722989583 96.667 100
2 4896.85357680971 4915.83106392596 -18.9774871162454 0 6.1063727279017 NA 100 100
3 4867.71353410256 4861.52552984865 6.18800425391328 0 NA 0.449880131184958 100 100
2 5056.77741876567 5072.63177703062 -15.85435826495 0 6.28045618919505 NA 100 100
2 4933.51729920767 4949.60078198029 -16.0834827726285 0 6.23687785969266 NA 100 100
2 4940.57014732714 4964.67894023036 -24.1087929032228 0 6.19068305362448 NA 100 100
2 5012.67571407483 5021.02882042064 -8.35310634580583 0 6.23137644603387 NA 100 100
2 5103.61309514433 5113.31320154753 -9.70010640320106 0 6.28932018613904 NA 100 100
2 4941.6633361626 4946.2716099309 -4.60827376829639 0 6.18619258370668 NA 100 100
2 4897.26698086547 4902.16861420898 -4.90163334350746 0 6.21989675872857 NA 100 100
2 4836.43515961306 4848.96938131703 -12.5342217039724 0 6.16385658463056 NA 100 100
2 4850.70229295046 4875.24050116916 -24.5382082186943 0 6.1349675619668 NA 100 100
3 4876.41828752667 4876.28696623783 0.131321288847175 0 NA 0.50721410521951 100 100
2 4863.58163755512 4888.8679934119 -25.2863558567833 0 6.18679957328716 NA 100 100
2 4988.21013740975 5001.38086478784 -13.1707273780912 0 6.24407137116093 NA 100 100
2 4977.96258520364 4990.36060816075 -12.398022957118 0 6.23144055572819 NA 100 100
2 5031.58618811611 5039.58002155429 -7.99383343817954 0 6.27634772030827 NA 100 100
3 4915.13839447123 4900.87305431911 14.2653401521193 0 NA 0.431850810012502 100 100
2 4892.29279224779 4899.92130925095 -7.6285170031606 0 6.15049946929743 NA 100 100
3 4922.42338777356 4918.77781560194 3.64557217161746 0 NA 0.463525535897265 100 100
2 4986.7711916784 4991.22549693392 -4.45430525551546 0 6.27008069864269 NA 100 100
3 4869.85055435427 4863.20905961175 6.64149474252008 0 NA 0.477485287246147 100 100
2 4844.42200751466 4870.7304744166 -26.3084669019381 0 6.04092713854262 NA 100 100
2 4870.09091051978 4885.6026215975 -15.5117110777173 0 6.2085601654692 NA 100 100
2 4993.38236194327 5016.43368970216 -23.0513277588907 0 6.2282813855857 NA 100 100
2 4918.48799504904 4921.97221242268 -3.4842173736406 0 6.19046953800778 NA 100 100
2 4904.60386121829 4910.78033257215 -6.17647135385778 0 6.1953959270483 NA 100 100
3 4915.77464382986 4915.04252419079 0.732119639067605 0 NA 0.497758374104843 100 100
2 5031.19071093803 5045.92122779858 -14.7305168605462 0 6.27608833239655 NA 100 100
2 4935.60866921779 4961.9363617804 -26.327692562616 0 6.25496565759047 NA 100 100
2 5004.93426907397 5019.57191260298 -14.6376435290031 0 6.16658410847949 NA 100 100
1 -46.2650716129888 -19.5773513293136 -26.6877202836752 0 NA NA 0 150
1 -36.1284778994952 -11.6912832838882 -24.437194615607 0 NA NA 0 150
1 -39.8649352834227 -26.4008990674145 -13.4640362160083 0 NA NA 0 150
1 -44.9289380679372 -25.8220305260277 -19.1069075419095 0 NA NA 0 150
1 -47.5509630440129 -26.1665631708597 -21.3843998731531 0 NA NA 0 150
1 -48.7714015544373 -25.9541346174524 -22.8172669369849 0 NA NA 0 150
1 -44.5257304666927 -25.1308260353073 -19.3949044313854 0 NA NA 0 150
1 -35.6248954835348 -9.0141482383101 -26.6107472452247 0 NA NA 0 150
1 -50.8680975662785 -26.2418290383723 -24.6262685279062 0 NA NA 0 150
1 -40.3616051927936 -14.8260684611082 -25.5355367316854 0 NA NA 0 150
1 -48.2274487379016 -25.5784690123937 -22.6489797255078 0 NA NA 0 150
1 -38.0703209738138 -12.8748679070145 -25.1954530667992 0 NA NA 0 150
1 -37.5979032909772 -23.5989956792946 -13.9989076116826 0 NA NA 0 150
1 -44.3149295958199 -17.8776136825929 -26.4373159132269 0 NA NA 0 150
1 -43.9382009749702 -17.9701473325251 -25.9680536424451 0 NA NA 0 150
1 -45.4527040900603 -19.5636532024348 -25.8890508876254 0 NA NA 0 150
1 -40.023072155667 -13.0438061938689 -26.9792659617981 0 NA NA 0 150
1 -47.4383805777591 -26.4029225078839 -21.0354580698752 0 NA NA 0 150
1 -50.7043404723865 -26.3001630685098 -24.4041774038767 0 NA NA 0 150
1 -49.4480177295789 -25.7738835121731 -23.6741342174057 0 NA NA 0 150
1 -38.5656301581719 -11.640496408794 -26.9251337493779 0 NA NA 0 150
1 -51.0110497781482 -26.3621420582094 -24.6489077199387 0 NA NA 0 150
1 -30.3932318402367 -4.27638151820133 -26.1168503220354 0 NA NA 0 150
1 -45.6352849283289 -25.9734926997601 -19.6617922285689 0 NA NA 0 150
1 -49.2261515740395 -26.133466945289 -23.0926846287505 0 NA NA 0 150
1 -45.2982778647536 -26.4303495845313 -18.8679282802223 0 NA NA 0 150
1 -48.8410782529265 -25.9480962668026 -22.8929819861239 0 NA NA 0 150
1 -38.2827855406365 -12.5912253290521 -25.6915602115844 0 NA NA 0 150
1 -34.8075830061759 -8.79291410720271 -26.0146688989732 0 NA NA 0 150
1 -48.8156599746706 -25.520454705679 -23.2952052689916 0 NA NA 0 150
1 -45.849154919234 -19.4045906594274 -26.4445642598066 0 NA NA 3.333 150
1 -36.4456502052938 -11.8165256791317 -24.6291245261621 0 NA NA 3.333 150
1 -43.9071279337509 -25.722560428819 -18.1845675049319 0 NA NA 3.333 150
1 -50.1727848341084 -26.6218485116719 -23.5509363224364 0 NA NA 3.333 150
1 -39.9944463684831 -25.9283410473658 -14.0661053211172 0 NA NA 3.333 150
1 -27.5289049888922 -4.1515111070928 -23.3773938817994 0 NA NA 3.333 150
1 -39.8470810664228 -17.9144576082683 -21.9326234581545 0 NA NA 3.333 150
1 -44.1040494005044 -26.16873057321 -17.9353188272944 0 NA NA 3.333 150
1 -42.9000409933565 -26.3528035201991 -16.5472374731573 0 NA NA 3.333 150
1 -38.2132558330109 -13.4234063532833 -24.7898494797275 0 NA NA 3.333 150
1 -48.2133646520406 -26.5561334965505 -21.6572311554901 0 NA NA 3.333 150
1 -39.4829478598142 -26.3707953072396 -13.1121525525746 0 NA NA 3.333 150
1 -33.3837179481295 -8.27142343164974 -25.1122945164798 0 NA NA 3.333 150
1 -49.8042615984455 -25.9890882869283 -23.8151733115171 0 NA NA 3.333 150
1 -50.6429988001169 -26.5810549905527 -24.0619438095641 0 NA NA 3.333 150
1 -45.6437532466211 -25.5847064623426 -20.0590467842785 0 NA NA 3.333 150
1 -48.0207962656052 -26.5026068025932 -21.518189463012 0 NA NA 3.333 150
1 -50.8651794990235 -25.925957349275 -24.9392221497485 0 NA NA 3.333 150
1 -49.1511812127862 -26.5393821699342 -22.611799042852 0 NA NA 3.333 150
1 -48.3324835820897 -26.3831882840252 -21.9492952980645 0 NA NA 3.333 150
1 -45.1025925805316 -25.3093097878966 -19.793282792635 0 NA NA 3.333 150
1 -40.1864389848824 -16.2065493026928 -23.9798896821897 0 NA NA 3.333 150
1 -45.4064716988594 -26.5013450471743 -18.9051266516851 0 NA NA 3.333 150
1 -45.9308236355237 -25.6892304681946 -20.241593167329 0 NA NA 3.333 150
1 -44.1342426505371 -16.669677251497 -27.4645653990401 0 NA NA 3.333 150
1 -42.9129206318696 -23.5737233290956 -19.339197302774 0 NA NA 3.333 150
1 -38.212879596741 -26.3582807616476 -11.8545988350934 0 NA NA 3.333 150
1 -46.3771280780481 -26.4922104670222 -19.8849176110259 0 NA NA 3.333 150
1 -41.7591015323412 -19.7136585050118 -22.0454430273294 0 NA NA 3.333 150
1 -33.7423769657307 -9.16325430075426 -24.5791226649765 0 NA NA 3.333 150
