lact	mact	group	speed	pexp	phalf	pintmean	pintmedian
 33 50 1 0.03523080 187.5831 122.8508 NA NA
 33 50 2 0.03394350 168.3679 115.9675 NA NA
 33 50 3 0.03447922 169.0981 115.3784 NA NA
 33 50 4 0.03352430 160.1734 111.0897 NA NA
 33 50 5 0.03623527 192.5525 128.6642 NA NA
 33 50 6 0.03537628 161.0419 115.1552 NA NA
 34 50 1 0.06712925 676.2129 414.5398 NA NA
 34 50 2 0.06736317 728.1960 444.7985 NA NA
 34 50 3 0.06483564 665.9622 386.8550 NA NA
 34 50 4 0.07169268 840.0022 521.0767 NA NA
 34 50 5 0.06498811 741.4093 420.9701 NA NA
 34 50 6 0.06494971 635.9450 379.7251 NA NA
 35 50 1 0.1038687 2052.819 1304.417 NA NA
 35 50 2 0.1043090 2624.851 1523.032 NA NA
 35 50 3 0.1038738 1890.312 1293.582 NA NA
 35 50 4 0.1064423 2467.946 1429.786 NA NA
 35 50 5 0.1041650 2239.576 1368.753 NA NA
 35 50 6 0.1006259 1774.218 1171.902 NA NA
 36 50 1 0.1146078 3962.129 2575.190 NA NA
 36 50 2 0.1135610 3893.627 2423.196 NA NA
 36 50 3 0.1143415 3300.829 2053.692 NA NA
 36 50 4 0.1137021 3857.228 2330.090 NA NA
 36 50 5 0.1147232 3687.678 2150.509 NA NA
 36 50 6 0.1146011 4221.728 2444.571 NA NA
 38 50 1 0.1209247 7335.128 4492.759 NA NA
 38 50 2 0.1208086 6327.120 4001.407 NA NA
 38 50 3 0.1210878       NA 4276.513 NA NA
 38 50 4 0.1205090 7890.347 5068.596 NA NA
 38 50 5 0.1207281 6557.367 4439.612 NA NA
 38 50 6 0.1209986 6792.477 4615.749 NA NA
 40 50 1 0.1234790 12348.022  7731.514 NA NA
 40 50 2 0.1234203 10793.417  6927.940 NA NA
 40 50 3 0.1232546        NA  7649.486 NA NA
 40 50 4 0.1234231        NA 12444.453 NA NA
 40 50 5 0.1233778  9267.096  5746.275 NA NA
 40 50 6 0.1234922        NA  7751.992 NA NA
