0	100
0	200
0	600
0	800
0	1000
0	1200
0	1400
0.5	100
0.5	200
0.5	600
0.5	800
0.5	1000
0.5	1200
0.5	1400
1	100
1	200
1	600
1	800
1	1000
1	1200
1	1400
2	100
2	200
2	600
2	800
2	1000
2	1200
2	1400
5	100
5	200
5	600
5	800
5	1000
5	1200
5	1400
10	100
10	200
10	600
10	800
10	1000
10	1200
10	1400
50	100
50	200
50	600
50	800
50	1000
50	1200
50	1400
