30	50
30	100
30	200
30	300
30	400
30	500
30	700
30	1000
40	50
40	75
40	100
40	150
40	200
40	250
40	300
40	500
40	800
40	1000
50	50
50	75
50	100
50	125
50	150
50	200
50	300
50	500
60	40
60	60
60	80
60	100
60	120
60	150
60	250
80	30
80	40
80	50
80	60
80	70
80	100
80	150
80	200
100	30
100	35
100	40
100	45
100	50
100	60
100	70
100	100
100	150
100	200
